subject,activity,domain,acc_component,motion,derivative,axis,statistic,value
23,SITTING,frequency,body,linear,2,X,mean,-0.986325670882353
23,SITTING,frequency,body,linear,2,Y,mean,-0.9534604064705883
23,SITTING,frequency,body,linear,2,Z,mean,-0.9420311667647059
23,SITTING,frequency,body,linear,2,X,sd,-0.9883452582352942
23,SITTING,frequency,body,linear,2,Y,sd,-0.9307814872058824
23,SITTING,frequency,body,linear,2,Z,sd,-0.8961252639117647
23,SITTING,frequency,body,linear,3,X,mean,-0.9845508635294118
23,SITTING,frequency,body,linear,3,Y,mean,-0.9781362182352942
23,SITTING,frequency,body,linear,3,Z,mean,-0.9726562260294118
23,SITTING,frequency,body,linear,3,X,sd,-0.9860196304411765
23,SITTING,frequency,body,linear,3,Y,sd,-0.9795646969117647
23,SITTING,frequency,body,linear,3,Z,sd,-0.9779364472058824
23,SITTING,frequency,body,angular,2,X,mean,-0.9771499866176472
23,SITTING,frequency,body,angular,2,Y,mean,-0.9579202888235294
23,SITTING,frequency,body,angular,2,Z,mean,-0.9654288335294118
23,SITTING,frequency,body,angular,2,X,sd,-0.9815232411764706
23,SITTING,frequency,body,angular,2,Y,sd,-0.9437334210294118
23,SITTING,frequency,body,angular,2,Z,sd,-0.9619140542647059
23,SITTING,frequency,body,linear,2,XYZ,mean,-0.9458378301470589
23,SITTING,frequency,body,linear,2,XYZ,sd,-0.927090118382353
23,SITTING,frequency,body,linear,3,XYZ,mean,-0.9741214667647059
23,SITTING,frequency,body,linear,3,XYZ,sd,-0.9721170166176472
23,SITTING,frequency,body,angular,2,XYZ,mean,-0.9522932772058824
23,SITTING,frequency,body,angular,2,XYZ,sd,-0.938680776617647
23,SITTING,frequency,body,angular,3,XYZ,mean,-0.9807072114705884
23,SITTING,frequency,body,angular,3,XYZ,sd,-0.9784990380882354
23,STANDING,time,body,linear,2,Z,mean,-0.1105970177575
23,STANDING,time,body,linear,2,X,sd,-0.9854215195588236
23,STANDING,time,body,linear,2,Y,sd,-0.9584444925000001
23,STANDING,time,body,linear,2,Z,sd,-0.9294097451470589
23,STANDING,time,gravity,linear,2,X,mean,0.9198571258823529
23,STANDING,time,gravity,linear,2,Y,mean,-0.11740135969705882
23,STANDING,time,gravity,linear,2,Z,mean,-0.22363118090676473
23,STANDING,time,gravity,linear,2,X,sd,-0.9846103850000001
23,STANDING,time,gravity,linear,2,Y,sd,-0.9848186488235294
23,STANDING,time,gravity,linear,2,Z,sd,-0.9471997344117647
23,STANDING,time,body,linear,3,X,mean,0.07502064786764706
23,STANDING,time,body,linear,3,Y,mean,0.01058615179367647
23,STANDING,time,body,linear,3,Z,mean,-0.005292609113705882
23,STANDING,time,body,linear,3,X,sd,-0.9831419589705883
23,STANDING,time,body,linear,3,Y,sd,-0.9752199836764707
23,STANDING,time,body,linear,3,Z,sd,-0.9735952154411766
23,STANDING,time,body,angular,2,X,mean,-0.03273977451338235
23,STANDING,time,body,angular,2,Y,mean,-0.06522647932132353
23,STANDING,time,body,angular,2,Z,mean,0.0816888999117647
23,STANDING,time,body,angular,2,X,sd,-0.9420112402941176
23,STANDING,time,body,angular,2,Y,sd,-0.948074760882353
23,STANDING,time,body,angular,2,Z,sd,-0.9623896894117647
23,STANDING,time,body,angular,3,X,mean,-0.09814810504411764
23,STANDING,time,body,angular,3,Y,mean,-0.04167741657352941
23,STANDING,time,body,angular,3,Z,mean,-0.05482262778676471
23,STANDING,time,body,angular,3,X,sd,-0.9727707020588235
23,STANDING,time,body,angular,3,Y,sd,-0.9725095232352942
23,STANDING,time,body,angular,3,Z,sd,-0.9846545164705883
23,STANDING,time,body,linear,2,XYZ,mean,-0.9572122670588236
23,STANDING,time,body,linear,2,XYZ,sd,-0.9516698575
23,STANDING,time,gravity,linear,2,XYZ,mean,-0.9572122670588236
23,STANDING,time,gravity,linear,2,XYZ,sd,-0.9516698575
23,STANDING,time,body,linear,3,XYZ,mean,-0.9786714854411765
23,STANDING,time,body,linear,3,XYZ,sd,-0.9748115282352942
23,STANDING,time,body,angular,2,XYZ,mean,-0.9384302933823531
23,STANDING,time,body,angular,2,XYZ,sd,-0.9237965655882353
23,STANDING,time,body,angular,3,XYZ,mean,-0.9763992525
23,STANDING,time,body,angular,3,XYZ,sd,-0.9723873652941176
23,STANDING,frequency,body,linear,2,X,mean,-0.9836271970588235
23,STANDING,frequency,body,linear,2,Y,mean,-0.9628318252941177
23,STANDING,frequency,body,linear,2,Z,mean,-0.9451705688235295
23,STANDING,frequency,body,linear,2,X,sd,-0.9863333855882354
23,STANDING,frequency,body,linear,2,Y,sd,-0.9580424111764706
23,STANDING,frequency,body,linear,2,Z,sd,-0.9261100991176471
23,STANDING,frequency,body,linear,3,X,mean,-0.9832832520588236
23,STANDING,frequency,body,linear,3,Y,mean,-0.9751765616176471
23,STANDING,frequency,body,linear,3,Z,mean,-0.9696102297058824
23,STANDING,frequency,body,linear,3,X,sd,-0.9845316422058824
23,STANDING,frequency,body,linear,3,Y,sd,-0.9771579977941177
23,STANDING,frequency,body,linear,3,Z,sd,-0.976241315882353
23,STANDING,frequency,body,angular,2,X,mean,-0.9475104363235295
23,STANDING,frequency,body,angular,2,Y,mean,-0.9527811645588236
23,STANDING,frequency,body,angular,2,Z,mean,-0.967939565
23,STANDING,frequency,body,angular,2,X,sd,-0.9416985155882354
23,STANDING,frequency,body,angular,2,Y,sd,-0.9458711860294118
23,STANDING,frequency,body,angular,2,Z,sd,-0.9642499225000001
23,STANDING,frequency,body,linear,2,XYZ,mean,-0.9579861770588236
23,STANDING,frequency,body,linear,2,XYZ,sd,-0.9552913564705883
23,STANDING,frequency,body,linear,3,XYZ,mean,-0.9737981557352942
23,STANDING,frequency,body,linear,3,XYZ,sd,-0.9750536875000001
23,STANDING,frequency,body,angular,2,XYZ,mean,-0.9445838297058824
23,STANDING,frequency,body,angular,2,XYZ,sd,-0.9248054214705882
23,STANDING,frequency,body,angular,3,XYZ,mean,-0.972598810882353
23,STANDING,frequency,body,angular,3,XYZ,sd,-0.9738496914705883
23,WALKING,time,body,linear,2,Z,mean,-0.11338299408474577
23,WALKING,time,body,linear,2,X,sd,-0.3135217733898305
23,WALKING,time,body,linear,2,Y,sd,-0.11902058651067797
23,WALKING,time,body,linear,2,Z,sd,0.16422068538305085
23,WALKING,time,gravity,linear,2,X,mean,0.9398096886440679
23,WALKING,time,gravity,linear,2,Y,mean,-0.16176137000000002
23,WALKING,time,gravity,linear,2,Z,mean,-0.16076336033898306
23,WALKING,time,gravity,linear,2,X,sd,-0.9772309038983051
23,WALKING,time,gravity,linear,2,Y,sd,-0.9665507069491526
23,WALKING,time,gravity,linear,2,Z,sd,-0.9329813418644068
23,WALKING,time,body,linear,3,X,mean,0.09873190859644067
23,WALKING,time,body,linear,3,Y,mean,0.01489559268644068
23,WALKING,time,body,linear,3,Z,mean,-0.0019081064152542424
23,WALKING,time,body,linear,3,X,sd,-0.22932812230508476
23,WALKING,time,body,linear,3,Y,sd,-0.08050173377118644
23,WALKING,time,body,linear,3,Z,sd,-0.02931150560338983
23,WALKING,time,body,angular,2,X,mean,-0.06311568703559321
23,WALKING,time,body,angular,2,Y,mean,-0.06401979209661017
23,WALKING,time,body,angular,2,Z,mean,0.10770045065338983
23,WALKING,time,body,angular,2,X,sd,-0.49432264864406783
23,WALKING,time,body,angular,2,Y,sd,0.2594572292033898
23,WALKING,time,body,angular,2,Z,sd,-0.20963488797288135
23,WALKING,time,body,angular,3,X,mean,-0.057812823906779665
23,WALKING,time,body,angular,3,Y,mean,-0.051670475566101694
23,WALKING,time,body,angular,3,Z,mean,-0.09030025243694915
23,WALKING,time,body,angular,3,X,sd,-0.3639694345762712
23,WALKING,time,body,angular,3,Y,sd,0.29594592618644067
23,WALKING,time,body,angular,3,Z,sd,-0.37445676813559325
23,WALKING,time,body,linear,2,XYZ,mean,-0.0988770198220339
23,WALKING,time,body,linear,2,XYZ,sd,-0.20998935457084747
23,WALKING,time,gravity,linear,2,XYZ,mean,-0.0988770198220339
23,WALKING,time,gravity,linear,2,XYZ,sd,-0.20998935457084747
23,WALKING,time,body,linear,3,XYZ,mean,-0.06708196558813559
23,WALKING,time,body,linear,3,XYZ,sd,-0.026819436305084748
23,WALKING,time,body,angular,2,XYZ,mean,-0.01209682595237288
23,WALKING,time,body,angular,2,XYZ,sd,0.16334645162372882
23,WALKING,time,body,angular,3,XYZ,mean,0.011530541050847457
23,WALKING,time,body,angular,3,XYZ,sd,0.2501732041179661
23,WALKING,frequency,body,linear,2,X,mean,-0.275404187920339
23,WALKING,frequency,body,linear,2,Y,mean,-0.07243673179661017
23,WALKING,frequency,body,linear,2,Z,mean,0.08140810785423729
23,WALKING,frequency,body,linear,2,X,sd,-0.3298072798305085
23,WALKING,frequency,body,linear,2,Y,sd,-0.2025240619661017
23,WALKING,frequency,body,linear,2,Z,sd,0.11614344069999999
23,WALKING,frequency,body,linear,3,X,mean,-0.2904104548813559
23,WALKING,frequency,body,linear,3,Y,mean,-0.15548872074745762
23,WALKING,frequency,body,linear,3,Z,mean,-0.05720213247457627
23,WALKING,frequency,body,linear,3,X,sd,-0.23517299030508476
23,WALKING,frequency,body,linear,3,Y,sd,-0.06097530953559322
23,WALKING,frequency,body,linear,3,Z,sd,-0.006236475289830511
23,WALKING,frequency,body,angular,2,X,mean,-0.33761920305084747
23,WALKING,frequency,body,angular,2,Y,mean,0.19556946192033897
23,WALKING,frequency,body,angular,2,Z,mean,-0.19497036929491526
23,WALKING,frequency,body,angular,2,X,sd,-0.5450516916949153
23,WALKING,frequency,body,angular,2,Y,sd,0.28658151844915253
23,WALKING,frequency,body,angular,2,Z,sd,-0.2878208681525424
23,WALKING,frequency,body,linear,2,XYZ,mean,-0.09426063116779662
23,WALKING,frequency,body,linear,2,XYZ,sd,-0.4075775157627119
23,WALKING,frequency,body,linear,3,XYZ,mean,-0.01807057015593221
23,WALKING,frequency,body,linear,3,XYZ,sd,-0.045737233411864406
23,WALKING,frequency,body,angular,2,XYZ,mean,0.18507820738305086
23,WALKING,frequency,body,angular,2,XYZ,sd,-0.06147658475932204
23,WALKING,frequency,body,angular,3,XYZ,mean,0.14661856906440676
23,WALKING,frequency,body,angular,3,XYZ,sd,0.2878346160983051
23,WALKING_DOWNSTAIRS,time,body,linear,2,Z,mean,-0.09881237125740741
23,WALKING_DOWNSTAIRS,time,body,linear,2,X,sd,0.044139284342592594
23,WALKING_DOWNSTAIRS,time,body,linear,2,Y,sd,0.10825903416962962
23,WALKING_DOWNSTAIRS,time,body,linear,2,Z,sd,0.22989874294444446
23,WALKING_DOWNSTAIRS,time,gravity,linear,2,X,mean,0.9237114012962964
23,WALKING_DOWNSTAIRS,time,gravity,linear,2,Y,mean,-0.11002884164814815
23,WALKING_DOWNSTAIRS,time,gravity,linear,2,Z,mean,-0.15367153225925925
23,WALKING_DOWNSTAIRS,time,gravity,linear,2,X,sd,-0.9507908374074074
23,WALKING_DOWNSTAIRS,time,gravity,linear,2,Y,sd,-0.9390125496296297
23,WALKING_DOWNSTAIRS,time,gravity,linear,2,Z,sd,-0.9058882575925926
23,WALKING_DOWNSTAIRS,time,body,linear,3,X,mean,0.05780106056481481
23,WALKING_DOWNSTAIRS,time,body,linear,3,Y,mean,0.03750051507407407
23,WALKING_DOWNSTAIRS,time,body,linear,3,Z,mean,-9.827171018518513e-4
23,WALKING_DOWNSTAIRS,time,body,linear,3,X,sd,0.19894706177592594
23,WALKING_DOWNSTAIRS,time,body,linear,3,Y,sd,-0.08833012257962963
23,WALKING_DOWNSTAIRS,time,body,linear,3,Z,sd,0.03101570777759259
23,WALKING_DOWNSTAIRS,time,body,angular,2,X,mean,-0.05782301902037038
23,WALKING_DOWNSTAIRS,time,body,angular,2,Y,mean,-0.08530774642777778
23,WALKING_DOWNSTAIRS,time,body,angular,2,Z,mean,0.09536024972222222
23,WALKING_DOWNSTAIRS,time,body,angular,2,X,sd,-0.4161330327777778
23,WALKING_DOWNSTAIRS,time,body,angular,2,Y,sd,0.21382555227777778
23,WALKING_DOWNSTAIRS,time,body,angular,2,Z,sd,-0.20870248824074072
23,WALKING_DOWNSTAIRS,time,body,angular,3,X,mean,-0.11772582441296296
23,WALKING_DOWNSTAIRS,time,body,angular,3,Y,mean,-0.03528916147407408
23,WALKING_DOWNSTAIRS,time,body,angular,3,Z,mean,-0.029325501614814817
23,WALKING_DOWNSTAIRS,time,body,angular,3,X,sd,-0.3230156996296296
23,WALKING_DOWNSTAIRS,time,body,angular,3,Y,sd,0.1466501219722222
23,WALKING_DOWNSTAIRS,time,body,angular,3,Z,sd,-0.36786963962962965
23,WALKING_DOWNSTAIRS,time,body,linear,2,XYZ,mean,0.12721113769444445
23,WALKING_DOWNSTAIRS,time,body,linear,2,XYZ,sd,0.23036396435185186
23,WALKING_DOWNSTAIRS,time,gravity,linear,2,XYZ,mean,0.12721113769444445
23,WALKING_DOWNSTAIRS,time,gravity,linear,2,XYZ,sd,0.23036396435185186
23,WALKING_DOWNSTAIRS,time,body,linear,3,XYZ,mean,0.11298247562777779
23,WALKING_DOWNSTAIRS,time,body,linear,3,XYZ,sd,0.29208720008703704
23,WALKING_DOWNSTAIRS,time,body,angular,2,XYZ,mean,0.03909154815555556
23,WALKING_DOWNSTAIRS,time,body,angular,2,XYZ,sd,0.053997290322222224
23,WALKING_DOWNSTAIRS,time,body,angular,3,XYZ,mean,-0.04631177662037037
23,WALKING_DOWNSTAIRS,time,body,angular,3,XYZ,sd,0.05949084838888889
23,WALKING_DOWNSTAIRS,frequency,body,linear,2,X,mean,0.2054282163537037
23,WALKING_DOWNSTAIRS,frequency,body,linear,2,Y,mean,0.09594328939814815
23,WALKING_DOWNSTAIRS,frequency,body,linear,2,Z,mean,0.28051887757407407
23,WALKING_DOWNSTAIRS,frequency,body,linear,2,X,sd,-0.028296247803703704
23,WALKING_DOWNSTAIRS,frequency,body,linear,2,Y,sd,0.04322836869759259
23,WALKING_DOWNSTAIRS,frequency,body,linear,2,Z,sd,0.09479409738148149
23,WALKING_DOWNSTAIRS,frequency,body,linear,3,X,mean,0.20154290949444445
23,WALKING_DOWNSTAIRS,frequency,body,linear,3,Y,mean,-0.07245045627777778
23,WALKING_DOWNSTAIRS,frequency,body,linear,3,Z,mean,0.15777569237777778
23,WALKING_DOWNSTAIRS,frequency,body,linear,3,X,sd,0.08195871905740741
23,WALKING_DOWNSTAIRS,frequency,body,linear,3,Y,sd,-0.1776978412962963
23,WALKING_DOWNSTAIRS,frequency,body,linear,3,Z,sd,-0.09851956305000001
23,WALKING_DOWNSTAIRS,frequency,body,angular,2,X,mean,-0.21473071322222223
23,WALKING_DOWNSTAIRS,frequency,body,angular,2,Y,mean,0.3288170100888889
23,WALKING_DOWNSTAIRS,frequency,body,angular,2,Z,mean,-0.14126688847777777
23,WALKING_DOWNSTAIRS,frequency,body,angular,2,X,sd,-0.4825983250370371
23,WALKING_DOWNSTAIRS,frequency,body,angular,2,Y,sd,0.12605231802962963
23,WALKING_DOWNSTAIRS,frequency,body,angular,2,Z,sd,-0.30589669922222223
23,WALKING_DOWNSTAIRS,frequency,body,linear,2,XYZ,mean,0.36482999335185184
23,WALKING_DOWNSTAIRS,frequency,body,linear,2,XYZ,sd,-0.04539303491481481
23,WALKING_DOWNSTAIRS,frequency,body,linear,3,XYZ,mean,0.3350097243333333
23,WALKING_DOWNSTAIRS,frequency,body,linear,3,XYZ,sd,0.22448050349999998
23,WALKING_DOWNSTAIRS,frequency,body,angular,2,XYZ,mean,0.1508257348425926
23,WALKING_DOWNSTAIRS,frequency,body,angular,2,XYZ,sd,-0.21893042594444445
23,WALKING_DOWNSTAIRS,frequency,body,angular,3,XYZ,mean,0.07467546436666667
23,WALKING_DOWNSTAIRS,frequency,body,angular,3,XYZ,sd,-0.039857378018518526
23,WALKING_UPSTAIRS,time,body,linear,2,Z,mean,-0.12689061678235294
23,WALKING_UPSTAIRS,time,body,linear,2,X,sd,-0.24388781851372549
23,WALKING_UPSTAIRS,time,body,linear,2,Y,sd,0.04484357858686274
23,WALKING_UPSTAIRS,time,body,linear,2,Z,sd,0.1008011893509804
23,WALKING_UPSTAIRS,time,gravity,linear,2,X,mean,0.8434388101960785
23,WALKING_UPSTAIRS,time,gravity,linear,2,Y,mean,-0.2144818082352941
23,WALKING_UPSTAIRS,time,gravity,linear,2,Z,mean,-0.35593445
23,WALKING_UPSTAIRS,time,gravity,linear,2,X,sd,-0.9333444815686274
23,WALKING_UPSTAIRS,time,gravity,linear,2,Y,sd,-0.9104745570588235
23,WALKING_UPSTAIRS,time,gravity,linear,2,Z,sd,-0.9020659103921569
23,WALKING_UPSTAIRS,time,body,linear,3,X,mean,0.07236499846470588
23,WALKING_UPSTAIRS,time,body,linear,3,Y,mean,0.03998628682745098
23,WALKING_UPSTAIRS,time,body,linear,3,Z,mean,0.015923416784313724
23,WALKING_UPSTAIRS,time,body,linear,3,X,sd,-0.3653986227647059
23,WALKING_UPSTAIRS,time,body,linear,3,Y,sd,-0.328225031
23,WALKING_UPSTAIRS,time,body,linear,3,Z,sd,-0.40809402039215686
23,WALKING_UPSTAIRS,time,body,angular,2,X,mean,0.09579402459411765
23,WALKING_UPSTAIRS,time,body,angular,2,Y,mean,-0.1115643891372549
23,WALKING_UPSTAIRS,time,body,angular,2,Z,mean,-0.032555752233333325
23,WALKING_UPSTAIRS,time,body,angular,2,X,sd,-0.5506645766666667
23,WALKING_UPSTAIRS,time,body,angular,2,Y,sd,-0.2936818611764706
23,WALKING_UPSTAIRS,time,body,angular,2,Z,sd,-0.03173011533921569
23,WALKING_UPSTAIRS,time,body,angular,3,X,mean,-0.10991309411764706
23,WALKING_UPSTAIRS,time,body,angular,3,Y,mean,-0.05239437870392158
23,WALKING_UPSTAIRS,time,body,angular,3,Z,mean,-0.0924998531372549
23,WALKING_UPSTAIRS,time,body,angular,3,X,sd,-0.5483188815686275
23,WALKING_UPSTAIRS,time,body,angular,3,Y,sd,-0.4935141223529412
23,WALKING_UPSTAIRS,time,body,angular,3,Z,sd,-0.543765425882353
23,WALKING_UPSTAIRS,time,body,linear,2,XYZ,mean,-0.011753687378431375
23,WALKING_UPSTAIRS,time,body,linear,2,XYZ,sd,-0.27189371411764707
23,WALKING_UPSTAIRS,time,gravity,linear,2,XYZ,mean,-0.011753687378431375
23,WALKING_UPSTAIRS,time,gravity,linear,2,XYZ,sd,-0.27189371411764707
23,WALKING_UPSTAIRS,time,body,linear,3,XYZ,mean,-0.31114388509803925
23,WALKING_UPSTAIRS,time,body,linear,3,XYZ,sd,-0.36270884941176473
23,WALKING_UPSTAIRS,time,body,angular,2,XYZ,mean,-0.1565271487927451
23,WALKING_UPSTAIRS,time,body,angular,2,XYZ,sd,-0.3667329893137255
23,WALKING_UPSTAIRS,time,body,angular,3,XYZ,mean,-0.5043671505882353
23,WALKING_UPSTAIRS,time,body,angular,3,XYZ,sd,-0.551275188627451
23,WALKING_UPSTAIRS,frequency,body,linear,2,X,mean,-0.27260568956862746
23,WALKING_UPSTAIRS,frequency,body,linear,2,Y,mean,-0.07697739448039216
23,WALKING_UPSTAIRS,frequency,body,linear,2,Z,mean,-0.07057748927254902
23,WALKING_UPSTAIRS,frequency,body,linear,2,X,sd,-0.23430954801960785
23,WALKING_UPSTAIRS,frequency,body,linear,2,Y,sd,0.03805974054980392
23,WALKING_UPSTAIRS,frequency,body,linear,2,Z,sd,0.10450875575941176
23,WALKING_UPSTAIRS,frequency,body,linear,3,X,mean,-0.3656425131764706
23,WALKING_UPSTAIRS,frequency,body,linear,3,Y,mean,-0.326236287627451
23,WALKING_UPSTAIRS,frequency,body,linear,3,Z,mean,-0.3466052380392157
23,WALKING_UPSTAIRS,frequency,body,linear,3,X,sd,-0.4248775533333333
23,WALKING_UPSTAIRS,frequency,body,linear,3,Y,sd,-0.38089444294117647
23,WALKING_UPSTAIRS,frequency,body,linear,3,Z,sd,-0.4689563837254902
23,WALKING_UPSTAIRS,frequency,body,angular,2,X,mean,-0.4302392292352941
23,WALKING_UPSTAIRS,frequency,body,angular,2,Y,mean,-0.2904474089019608
23,WALKING_UPSTAIRS,frequency,body,angular,2,Z,mean,-0.1630012941137255
23,WALKING_UPSTAIRS,frequency,body,angular,2,X,sd,-0.5904307839215687
23,WALKING_UPSTAIRS,frequency,body,angular,2,Y,sd,-0.30161997705882354
23,WALKING_UPSTAIRS,frequency,body,angular,2,Z,sd,-0.08225211222156863
23,WALKING_UPSTAIRS,frequency,body,linear,2,XYZ,mean,-0.23138266223529413
23,WALKING_UPSTAIRS,frequency,body,linear,2,XYZ,sd,-0.4100476433333334
23,WALKING_UPSTAIRS,frequency,body,linear,3,XYZ,mean,-0.3029680647647059
23,WALKING_UPSTAIRS,frequency,body,linear,3,XYZ,sd,-0.4543248449019608
23,WALKING_UPSTAIRS,frequency,body,angular,2,XYZ,mean,-0.38038829222352943
23,WALKING_UPSTAIRS,frequency,body,angular,2,XYZ,sd,-0.47049157643137257
23,WALKING_UPSTAIRS,frequency,body,angular,3,XYZ,mean,-0.5187156500000001
23,WALKING_UPSTAIRS,frequency,body,angular,3,XYZ,sd,-0.6326594615686275
24,LAYING,time,body,linear,2,Z,mean,-0.10723623723611111
24,LAYING,time,body,linear,2,X,sd,-0.9679840211111111
24,LAYING,time,body,linear,2,Y,sd,-0.9831264619444445
24,LAYING,time,body,linear,2,Z,sd,-0.9735669588888889
24,LAYING,time,gravity,linear,2,X,mean,-0.3592925340277778
24,LAYING,time,gravity,linear,2,Y,mean,0.7384306993055556
24,LAYING,time,gravity,linear,2,Z,mean,0.6838399097222222
24,LAYING,time,gravity,linear,2,X,sd,-0.9604121643055555
24,LAYING,time,gravity,linear,2,Y,sd,-0.9934543580555556
24,LAYING,time,gravity,linear,2,Z,sd,-0.9792396681944445
24,LAYING,time,body,linear,3,X,mean,0.08072123275
24,LAYING,time,body,linear,3,Y,mean,0.011981952417916665
24,LAYING,time,body,linear,3,Z,mean,-0.0058922584990277775
24,LAYING,time,body,linear,3,X,sd,-0.9863654337500001
24,LAYING,time,body,linear,3,Y,sd,-0.982430495
24,LAYING,time,body,linear,3,Z,sd,-0.9830873668055556
24,LAYING,time,body,angular,2,X,mean,-0.014367992944444444
24,LAYING,time,body,angular,2,Y,mean,-0.0955538053611111
24,LAYING,time,body,angular,2,Z,mean,0.11173074633333334
24,LAYING,time,body,angular,2,X,sd,-0.9826517201388889
24,LAYING,time,body,angular,2,Y,sd,-0.9602995509722223
24,LAYING,time,body,angular,2,Z,sd,-0.9817013612500001
24,LAYING,time,body,angular,3,X,mean,-0.10281380965277778
24,LAYING,time,body,angular,3,Y,mean,-0.038232371041666664
24,LAYING,time,body,angular,3,Z,mean,-0.06241169668055556
24,LAYING,time,body,angular,3,X,sd,-0.9798657205555557
24,LAYING,time,body,angular,3,Y,sd,-0.9780913127777778
24,LAYING,time,body,angular,3,Z,sd,-0.9923815959722223
24,LAYING,time,body,linear,2,XYZ,mean,-0.9718540425000001
24,LAYING,time,body,linear,2,XYZ,sd,-0.9693548341666667
24,LAYING,time,gravity,linear,2,XYZ,mean,-0.9718540425000001
24,LAYING,time,gravity,linear,2,XYZ,sd,-0.9693548341666667
24,LAYING,time,body,linear,3,XYZ,mean,-0.9855292705555556
24,LAYING,time,body,linear,3,XYZ,sd,-0.9836059273611112
24,LAYING,time,body,angular,2,XYZ,mean,-0.953791512638889
24,LAYING,time,body,angular,2,XYZ,sd,-0.9578299347222222
24,LAYING,time,body,angular,3,XYZ,mean,-0.982780873888889
24,LAYING,time,body,angular,3,XYZ,sd,-0.9786591022222223
24,LAYING,frequency,body,linear,2,X,mean,-0.9758936870833333
24,LAYING,frequency,body,linear,2,Y,mean,-0.9808303620833334
24,LAYING,frequency,body,linear,2,Z,mean,-0.9766348156944445
24,LAYING,frequency,body,linear,2,X,sd,-0.9651670818055555
24,LAYING,frequency,body,linear,2,Y,sd,-0.9845718084722223
24,LAYING,frequency,body,linear,2,Z,sd,-0.9730577818055556
24,LAYING,frequency,body,linear,3,X,mean,-0.9859985468055557
24,LAYING,frequency,body,linear,3,Y,mean,-0.982140613888889
24,LAYING,frequency,body,linear,3,Z,mean,-0.9815496895833334
24,LAYING,frequency,body,linear,3,X,sd,-0.9881405177777779
24,LAYING,frequency,body,linear,3,Y,sd,-0.9841245323611112
24,LAYING,frequency,body,linear,3,Z,sd,-0.9831856379166668
24,LAYING,frequency,body,angular,2,X,mean,-0.9765705640277779
24,LAYING,frequency,body,angular,2,Y,mean,-0.9661119802777778
24,LAYING,frequency,body,angular,2,Z,mean,-0.9810930361111112
24,LAYING,frequency,body,angular,2,X,sd,-0.9847132841666667
24,LAYING,frequency,body,angular,2,Y,sd,-0.95779294875
24,LAYING,frequency,body,angular,2,Z,sd,-0.9836027456944445
24,LAYING,frequency,body,linear,2,XYZ,mean,-0.9731710680555556
24,LAYING,frequency,body,linear,2,XYZ,sd,-0.9710630240277778
24,LAYING,frequency,body,linear,3,XYZ,mean,-0.9831080843055556
24,LAYING,frequency,body,linear,3,XYZ,sd,-0.98328511625
24,LAYING,frequency,body,angular,2,XYZ,mean,-0.9640013834722222
24,LAYING,frequency,body,angular,2,XYZ,sd,-0.9613690845833334
24,LAYING,frequency,body,angular,3,XYZ,mean,-0.9785967406944446
24,LAYING,frequency,body,angular,3,XYZ,sd,-0.9800969811111112
24,SITTING,time,body,linear,2,Z,mean,-0.10304106142647058
24,SITTING,time,body,linear,2,X,sd,-0.9905937666176471
24,SITTING,time,body,linear,2,Y,sd,-0.9562559620588236
24,SITTING,time,body,linear,2,Z,sd,-0.9570561114705882
24,SITTING,time,gravity,linear,2,X,mean,0.9196376044117647
24,SITTING,time,gravity,linear,2,Y,mean,0.18225465195588236
24,SITTING,time,gravity,linear,2,Z,mean,0.10955962102058824
24,SITTING,time,gravity,linear,2,X,sd,-0.9896601498529413
24,SITTING,time,gravity,linear,2,Y,sd,-0.9716925447058824
24,SITTING,time,gravity,linear,2,Z,sd,-0.9634067957352941
24,SITTING,time,body,linear,3,X,mean,0.07633185285294118
24,SITTING,time,body,linear,3,Y,mean,0.004767025757455882
24,SITTING,time,body,linear,3,Z,mean,-0.0011330017142647073
24,SITTING,time,body,linear,3,X,sd,-0.9885643822058824
24,SITTING,time,body,linear,3,Y,sd,-0.9795736780882354
24,SITTING,time,body,linear,3,Z,sd,-0.9846629467647059
24,SITTING,time,body,angular,2,X,mean,-0.03562296199558823
24,SITTING,time,body,angular,2,Y,mean,-0.07501326970441176
24,SITTING,time,body,angular,2,Z,mean,0.0800440230882353
24,SITTING,time,body,angular,2,X,sd,-0.9881116486764706
24,SITTING,time,body,angular,2,Y,sd,-0.9779540051470589
24,SITTING,time,body,angular,2,Z,sd,-0.9712776541176471
24,SITTING,time,body,angular,3,X,mean,-0.0951782658382353
24,SITTING,time,body,angular,3,Y,mean,-0.040616936
24,SITTING,time,body,angular,3,Z,mean,-0.051596655125
24,SITTING,time,body,angular,3,X,sd,-0.9914420077941177
24,SITTING,time,body,angular,3,Y,sd,-0.9897808105882353
24,SITTING,time,body,angular,3,Z,sd,-0.9898501602941178
24,SITTING,time,body,linear,2,XYZ,mean,-0.9689791564705883
24,SITTING,time,body,linear,2,XYZ,sd,-0.9637796832352942
24,SITTING,time,gravity,linear,2,XYZ,mean,-0.9689791564705883
24,SITTING,time,gravity,linear,2,XYZ,sd,-0.9637796832352942
24,SITTING,time,body,linear,3,XYZ,mean,-0.9855558223529413
24,SITTING,time,body,linear,3,XYZ,sd,-0.9854184561764706
24,SITTING,time,body,angular,2,XYZ,mean,-0.9646332523529412
24,SITTING,time,body,angular,2,XYZ,sd,-0.9692571626470589
24,SITTING,time,body,angular,3,XYZ,mean,-0.9913064247058824
